timestamp,location_id,bin_id,bin_type,location_type,predicted_waste_volume,event_flag,event_intensity,bin_capacity,pickup_frequency,alt_bin_distance,signage_strength,crowdedness,expected_fill,overflow_risk,p_contam_true_latent,contam_true,contam_pct_true
2025-01-01,Student Union,Student_Union_bin_2,recycle,academic,3334.3831054687503,0,0,59,3,3.0754899989917015,0,1.2913862466007329,14.128741972325214,13.128741972325214,0.95,1,0.8433976859634345
2025-01-01,Student Union,Student_Union_bin_3,landfill,academic,3334.3831054687503,0,0,55,3,8.76874123212999,0,0.9387903200940192,12.125029474431821,11.125029474431821,0.95,1,0.9578524283722671
2025-01-01,Student Union,Student_Union_bin_4,food,academic,3334.3831054687503,0,0,71,2,3.4114846347607664,1,0.9946217449181679,25.829728281800183,24.829728281800183,0.95,1,0.9991369755511529
2025-01-01,Event Arena,Event_Arena_bin_1,food,event,4075.3571289062506,0,0,76,3,2.486363230290337,0,0.9274773935464247,29.492716064453134,28.492716064453134,0.95,1,0.9919244601868172
2025-01-01,Event Arena,Event_Arena_bin_2,recycle,event,4075.3571289062506,0,0,52,3,5.7819318958215415,1,0.9959237473864566,19.59306311974159,18.59306311974159,0.95,1,0.9272508259829609
2025-01-01,Event Arena,Event_Arena_bin_3,landfill,event,4075.3571289062506,0,0,62,3,13.591804461313881,2,1.1579091256410434,13.146313319052421,12.146313319052421,0.95,1,0.9642913069801271
2025-01-01,Event Arena,Event_Arena_bin_4,food,event,4075.3571289062506,0,0,68,3,10.601596421180894,1,1.0428756438461613,32.962447366153505,31.962447366153505,0.95,1,0.8887765484139749
2025-01-01,Event Arena,Event_Arena_bin_5,recycle,event,4075.3571289062506,0,0,77,1,12.80446473762378,0,0.9820480786717399,13.231678989955359,12.231678989955359,0.95,1,0.8946477158978255
2025-01-02,Dining Hall A,Dining_Hall_A_bin_1,food,dining,5924.191829427084,0,0,61,3,14.633743538792576,1,1.1803868521770584,53.414844363686825,52.414844363686825,0.95,1,0.9545292453450872
2025-01-02,Dining Hall A,Dining_Hall_A_bin_2,recycle,dining,5924.191829427084,0,0,40,3,8.582289111068228,0,1.0988123675648553,37.026198933919275,36.026198933919275,0.95,1,0.9332938279649593
2025-01-02,Dining Hall A,Dining_Hall_A_bin_3,landfill,dining,5924.191829427084,0,0,48,3,3.7037507702450725,1,1.2586217024939117,24.68413262261285,23.68413262261285,0.95,1,1.0
2025-01-02,Dining Hall A,Dining_Hall_A_bin_4,food,dining,5924.191829427084,0,0,54,1,5.723800949466716,2,1.1164868865995154,60.33899085527586,59.33899085527586,0.95,1,0.9588286679226855
2025-01-02,Dining Hall B,Dining_Hall_B_bin_1,food,dining,5240.631233723958,0,0,83,1,7.44848615111195,0,1.4252213533538003,34.72707444033948,33.72707444033948,0.95,1,0.8768278999081498
2025-01-02,Dining Hall B,Dining_Hall_B_bin_2,recycle,dining,5240.631233723958,0,0,65,3,3.418871957954554,0,1.112509939470767,20.156273975861378,19.156273975861378,0.95,1,0.9418667039727546
2025-01-02,Dining Hall B,Dining_Hall_B_bin_3,landfill,dining,5240.631233723958,0,0,82,3,9.840393045403435,0,1.0947767066198892,12.782027399326727,11.782027399326727,0.95,1,0.8766477377304505
2025-01-02,Dining Hall B,Dining_Hall_B_bin_4,food,dining,5240.631233723958,0,0,66,1,11.698185643164804,0,1.4204296233985576,43.67192694769965,42.67192694769965,0.95,1,0.9315875521605984
2025-01-02,Dorm North,Dorm_North_bin_1,food,dorm,3645.656510416667,0,0,64,3,6.034350761012968,2,1.0777337576061745,31.329860636393235,30.329860636393235,0.95,1,0.9433088517741979
2025-01-02,Dorm North,Dorm_North_bin_2,recycle,dorm,3645.656510416667,0,0,58,2,2.7201403191353815,0,1.0232169889626257,15.71403668283046,14.71403668283046,0.95,1,1.0
2025-01-02,Dorm North,Dorm_North_bin_3,landfill,dorm,3645.656510416667,0,0,78,1,8.55884108128899,2,0.9278441966457153,9.347837206196584,8.347837206196584,0.95,1,1.0
2025-01-02,Dorm South,Dorm_South_bin_1,food,dorm,3417.802978515625,0,0,85,2,7.411411534141499,1,0.9236942790305233,22.1151957433364,21.1151957433364,0.95,1,0.9631374612573569
2025-01-02,Dorm South,Dorm_South_bin_2,recycle,dorm,3417.802978515625,0,0,76,1,12.966474370770786,2,0.8889569315585522,11.242772955643503,10.242772955643503,0.95,1,0.9526233399178121
2025-01-02,Dorm South,Dorm_South_bin_3,landfill,dorm,3417.802978515625,0,0,76,3,8.968884467319285,0,1.0152562512102468,8.994218364514802,7.994218364514802,0.95,1,0.9381574867745157
2025-01-02,Academic Center,Academic_Center_bin_1,food,academic,2734.2423828124997,0,0,77,1,3.816989342401439,1,1.032799548371411,19.530302734375002,18.530302734375002,0.95,1,0.9931914006849094
2025-01-02,Academic Center,Academic_Center_bin_2,recycle,academic,2734.2423828124997,0,0,69,2,10.91466349092729,1,0.9665543827644123,9.906675300045288,8.906675300045288,0.95,1,1.0
2025-01-02,Academic Center,Academic_Center_bin_3,landfill,academic,2734.2423828124997,0,0,63,2,13.03128635405712,1,1.0827988176797059,8.680134548611111,7.680134548611111,0.95,1,0.9151288088349862
2025-01-02,Student Union,Student_Union_bin_1,food,academic,4101.36357421875,0,0,76,1,11.032375674640477,0,0.9809348942494841,29.68092060289885,28.68092060289885,0.95,1,1.0
2025-01-02,Student Union,Student_Union_bin_2,recycle,academic,4101.36357421875,0,0,43,3,3.786303090491428,2,0.9481720157633725,23.845137059411336,22.845137059411336,0.95,1,0.9150534785710627
2025-01-02,Student Union,Student_Union_bin_3,landfill,academic,4101.36357421875,0,0,82,1,9.670986639658018,0,0.9328859722603419,10.003325790777438,9.003325790777438,0.95,1,0.9804380736112219
2025-01-02,Student Union,Student_Union_bin_4,food,academic,4101.36357421875,0,0,69,2,11.931004070085644,2,1.1616209681651206,32.69202849014946,31.69202849014946,0.95,1,0.9795453161396677
2025-01-02,Event Arena,Event_Arena_bin_1,food,event,5012.777701822917,0,0,81,3,10.552222705526862,0,1.0846583985843403,34.03737945682228,33.03737945682228,0.95,1,1.0
2025-01-02,Event Arena,Event_Arena_bin_2,recycle,event,5012.777701822917,0,0,75,3,5.516954231832284,2,0.9852471319759647,16.70925900607639,15.70925900607639,0.95,1,0.9999912123455147
2025-01-02,Event Arena,Event_Arena_bin_3,landfill,event,5012.777701822917,0,0,62,3,11.485914212805913,1,0.9256411771187436,16.17025065104167,15.17025065104167,0.95,1,0.9922192595242659
2025-01-02,Event Arena,Event_Arena_bin_4,food,event,5012.777701822917,0,0,55,3,11.330883068047365,2,1.0554116501324093,50.127777018229175,49.127777018229175,0.95,1,0.8498238853966742
2025-01-02,Event Arena,Event_Arena_bin_5,recycle,event,5012.777701822917,0,0,59,1,2.159934916551837,2,1.1309550684860528,21.240583482300497,20.240583482300497,0.95,1,0.8699361031440572
2025-01-03,Dining Hall A,Dining_Hall_A_bin_1,food,dining,4630.037174479167,0,0,62,1,13.939744641702205,2,1.030468093932916,41.07291041876682,40.07291041876682,0.95,1,0.9264111983180832
2025-01-03,Dining Hall A,Dining_Hall_A_bin_2,recycle,dining,4630.037174479167,0,0,71,1,14.988361496165103,0,1.1205150049094095,16.302947797461858,15.302947797461858,0.95,1,0.9614605687057534
2025-01-03,Dining Hall A,Dining_Hall_A_bin_3,landfill,dining,4630.037174479167,0,0,54,1,3.8592843771662553,2,1.2984634170500902,17.148285831404323,16.148285831404323,0.95,1,0.936708060404231
2025-01-03,Dining Hall A,Dining_Hall_A_bin_4,food,dining,4630.037174479167,0,0,81,1,9.877027309420459,0,1.0444233206310285,31.438524024241264,30.438524024241264,0.95,1,0.9160867779922411
2025-01-03,Dining Hall B,Dining_Hall_B_bin_1,food,dining,4095.8021158854167,0,0,76,3,12.037409188356948,2,1.359322335872123,29.640673207065518,28.640673207065518,0.95,1,0.9450957764564937
2025-01-03,Dining Hall B,Dining_Hall_B_bin_2,recycle,dining,4095.8021158854167,0,0,61,2,13.064704296905155,1,1.1286719577361517,16.786074245432037,15.786074245432037,0.95,1,0.9320991655962785
2025-01-03,Dining Hall B,Dining_Hall_B_bin_3,landfill,dining,4095.8021158854167,0,0,65,3,9.950066877701904,1,1.0751347273010958,12.602468048878206,11.602468048878206,0.95,1,0.8584547087076234
2025-01-03,Dining Hall B,Dining_Hall_B_bin_4,food,dining,4095.8021158854167,0,0,52,2,4.385931975444146,0,1.071629710645237,43.32098391801883,42.32098391801883,0.95,1,0.9405377829531797
2025-01-03,Dorm North,Dorm_North_bin_1,food,dorm,2849.253645833334,0,0,84,1,14.298317896255236,1,0.8523142183154269,18.655827442956355,17.655827442956355,0.95,1,1.0
2025-01-03,Dorm North,Dorm_North_bin_2,recycle,dorm,2849.253645833334,0,0,46,2,7.252447079629958,1,1.19510125601263,15.485074162137684,14.485074162137684,0.95,1,0.9580095296658537
2025-01-03,Dorm North,Dorm_North_bin_3,landfill,dorm,2849.253645833334,0,0,69,2,9.942838111476167,1,1.0313908211457554,8.258706219806765,7.258706219806765,0.95,1,0.8463508282004354
2025-01-03,Dorm South,Dorm_South_bin_1,food,dorm,2671.17529296875,0,0,75,3,7.439200574039185,0,1.1937231162429516,19.588618815104166,18.588618815104166,0.95,1,0.9673854226225478
2025-01-03,Dorm South,Dorm_South_bin_2,recycle,dorm,2671.17529296875,0,0,68,2,10.48162973477341,1,0.9660741516115985,9.820497400620404,8.820497400620404,0.95,1,0.9503169531181134
2025-01-03,Dorm South,Dorm_South_bin_3,landfill,dorm,2671.17529296875,0,0,59,3,11.577173950268865,1,1.0091520178173208,9.054831501588984,8.054831501588984,0.95,1,0.9414796209417897
2025-01-03,Academic Center,Academic_Center_bin_1,food,academic,2136.940234375,0,0,60,1,12.885970710485891,1,1.0612485910550065,19.588618815104166,18.588618815104166,0.95,1,0.9683265703618614
2025-01-03,Academic Center,Academic_Center_bin_2,recycle,academic,2136.940234375,0,0,43,2,4.24892778749072,1,1.0935547125465148,12.424071130087208,11.424071130087208,0.95,1,0.8504594002438001
2025-01-03,Academic Center,Academic_Center_bin_3,landfill,academic,2136.940234375,0,0,61,2,3.9969676877882523,0,0.8497496543959103,7.006361424180327,6.006361424180327,0.7251507313923505,0,0.8461714820047207
2025-01-03,Student Union,Student_Union_bin_1,food,academic,3205.4103515624997,0,0,74,2,10.939645639159203,0,0.8439041647005557,23.823995856207773,22.823995856207773,0.95,1,0.9456949674089475
2025-01-03,Student Union,Student_Union_bin_2,recycle,academic,3205.4103515624997,0,0,48,2,4.128766955357847,2,1.0897815408410547,16.694845581054686,15.694845581054686,0.95,1,0.905615217214272
2025-01-03,Student Union,Student_Union_bin_3,landfill,academic,3205.4103515624997,0,0,84,2,7.827192972306564,0,0.9557464288107816,7.631929408482144,6.631929408482144,0.9455735395470004,1,0.9584849807131351
2025-01-03,Student Union,Student_Union_bin_4,food,academic,3205.4103515624997,0,0,69,1,4.352046479001285,0,1.0452333950643138,25.550372367527174,24.550372367527174,0.95,1,0.9230614341191128
2025-01-03,Event Arena,Event_Arena_bin_1,food,event,3917.7237630208333,0,0,86,3,3.0934993492394662,1,0.8313531848765898,25.05521011234254,24.05521011234254,0.95,1,0.9410386687275122
2025-01-03,Event Arena,Event_Arena_bin_2,recycle,event,3917.7237630208333,0,0,66,3,2.7554102623788155,2,1.070684964089905,14.839862738715278,13.839862738715278,0.95,1,0.9778266721375631
2025-01-03,Event Arena,Event_Arena_bin_3,landfill,event,3917.7237630208333,0,0,75,3,8.562289277745474,2,0.9692916781665424,10.447263368055555,9.447263368055555,0.95,1,0.8877764106199462
2025-01-03,Event Arena,Event_Arena_bin_4,food,event,3917.7237630208333,0,0,73,2,3.3647363066489175,0,1.0334295128497715,29.517096844677514,28.517096844677514,0.95,1,0.9950092282009981
2025-01-03,Event Arena,Event_Arena_bin_5,recycle,event,3917.7237630208333,0,0,52,1,14.056985960552346,0,1.05484279208298,18.83521039913862,17.83521039913862,0.95,1,0.9466009872007797
2025-01-04,Dining Hall A,Dining_Hall_A_bin_1,food,dining,3616.735416666667,0,0,66,3,10.239007049900419,2,1.3603423320014605,30.13946180555556,29.13946180555556,0.95,1,0.9681727168919536
2025-01-04,Dining Hall A,Dining_Hall_A_bin_2,recycle,dining,3616.735416666667,0,0,60,1,12.166067219596304,2,1.0713440374287768,15.06973090277778,14.06973090277778,0.95,1,0.8911692640285349
2025-01-04,Dining Hall A,Dining_Hall_A_bin_3,landfill,dining,3616.735416666667,0,0,83,2,14.607596517172402,0,1.2298843346768331,8.715025100401608,7.715025100401608,0.95,1,0.9288043123790081
2025-01-04,Dining Hall A,Dining_Hall_A_bin_4,food,dining,3616.735416666667,0,0,89,1,12.105460657879322,0,1.1375293904573507,22.350612125468167,21.350612125468167,0.95,1,0.8612518970178935
2025-01-04,Dining Hall B,Dining_Hall_B_bin_1,food,dining,3199.4197916666667,0,0,59,3,3.102650540053817,0,1.1236061660277317,29.825099752824862,28.825099752824862,0.95,1,0.9724049681968101
2025-01-04,Dining Hall B,Dining_Hall_B_bin_2,recycle,dining,3199.4197916666667,0,0,42,3,3.420669784489254,0,1.2282331333905916,19.044165426587302,18.044165426587302,0.95,1,0.9096700547846314
2025-01-04,Dining Hall B,Dining_Hall_B_bin_3,landfill,dining,3199.4197916666667,0,0,60,3,2.6365282277026303,2,1.3741414618825276,10.66473263888889,9.66473263888889,0.95,1,0.96344567238393
2025-01-04,Dining Hall B,Dining_Hall_B_bin_4,food,dining,3199.4197916666667,0,0,59,2,7.217622248194043,0,1.150603401334055,29.825099752824862,28.825099752824862,0.95,1,0.8293609834535254
2025-01-04,Dorm North,Dorm_North_bin_1,food,dorm,2225.6833333333334,0,0,70,3,5.886267464545772,2,0.9689516023804057,17.487511904761906,16.487511904761906,0.95,1,0.8943305979039076
2025-01-04,Dorm North,Dorm_North_bin_2,recycle,dorm,2225.6833333333334,0,0,67,3,11.329308919340377,1,1.0699196731694889,8.30478855721393,7.30478855721393,0.95,1,0.9331337418965746
2025-01-04,Dorm North,Dorm_North_bin_3,landfill,dorm,2225.6833333333334,0,0,49,2,14.968540484417924,2,0.8269328394492782,9.084421768707484,8.084421768707484,0.95,1,1.0
2025-01-04,Dorm South,Dorm_South_bin_1,food,dorm,2086.578125,0,0,78,1,2.8731666950209696,1,1.0587259166802792,14.713050881410258,13.713050881410258,0.95,1,0.958869805731847
2025-01-04,Dorm South,Dorm_South_bin_2,recycle,dorm,2086.578125,0,0,53,2,14.469720546979486,2,0.9097576905207487,9.842349646226415,8.842349646226415,0.95,1,0.8647173891992241
2025-01-04,Dorm South,Dorm_South_bin_3,landfill,dorm,2086.578125,0,0,58,3,8.88404671870594,2,0.7435255658179433,7.195096982758621,6.195096982758621,0.8365704480916316,1,0.8008767068898074
2025-01-04,Academic Center,Academic_Center_bin_1,food,academic,1669.2624999999998,0,0,84,1,4.0207403330844915,1,1.038510311939774,10.92969494047619,9.92969494047619,0.95,1,0.9416536034945717
2025-01-04,Academic Center,Academic_Center_bin_2,recycle,academic,1669.2624999999998,0,0,65,3,14.931122736155324,1,0.9478677081362715,6.420240384615384,5.420240384615384,0.7171370310860449,1,0.7566771171449943
2025-01-04,Academic Center,Academic_Center_bin_3,landfill,academic,1669.2624999999998,0,0,62,2,14.419542566441542,2,0.9754238499987099,5.384717741935483,4.384717741935483,0.5827928805145931,0,0.5414576281687484
2025-01-04,Student Union,Student_Union_bin_1,food,academic,2503.89375,0,0,70,1,2.8518956409389715,0,0.9084843884154074,19.673450892857147,18.673450892857147,0.95,1,0.9377469674404648
2025-01-04,Student Union,Student_Union_bin_2,recycle,academic,2503.89375,0,0,44,2,2.78686986074497,2,0.9089425116078551,14.22666903409091,13.22666903409091,0.95,1,0.9823742345354737
2025-01-04,Student Union,Student_Union_bin_3,landfill,academic,2503.89375,0,0,45,1,13.215939328631414,0,0.9987915349211732,11.128416666666668,10.128416666666668,0.95,1,0.8718261026065656
2025-01-04,Student Union,Student_Union_bin_4,food,academic,2503.89375,0,0,66,3,12.935648180794434,1,1.1128018857349302,20.86578125,19.86578125,0.95,1,0.9038556779052366
2025-01-04,Event Arena,Event_Arena_bin_1,food,event,3060.3145833333333,0,0,60,3,14.095000028658957,0,0.8859839080873769,28.052883680555556,27.052883680555556,0.95,1,0.9529137165467723
2025-01-04,Event Arena,Event_Arena_bin_2,recycle,event,3060.3145833333333,0,0,41,1,13.944701515898878,0,1.0777767389084925,18.660454776422764,17.660454776422764,0.95,1,0.8376365722329572
2025-01-04,Event Arena,Event_Arena_bin_3,landfill,event,3060.3145833333333,0,0,54,1,9.67253997595964,1,0.8140164593454371,11.334498456790122,10.334498456790122,0.95,1,1.0
2025-01-04,Event Arena,Event_Arena_bin_4,food,event,3060.3145833333333,0,0,68,3,13.121390043277614,0,0.9700735296114744,24.752544424019607,23.752544424019607,0.95,1,1.0
2025-01-04,Event Arena,Event_Arena_bin_5,recycle,event,3060.3145833333333,0,0,43,3,6.1391885317699755,2,1.0639626409497902,17.79252664728682,16.79252664728682,0.95,1,0.9817685571430639
2025-01-05,Dining Hall A,Dining_Hall_A_bin_1,food,dining,5541.556803385417,0,0,75,1,2.3878520112960673,2,1.2100345292892667,40.638083224826396,39.638083224826396,0.95,1,1.0
2025-01-05,Dining Hall A,Dining_Hall_A_bin_2,recycle,dining,5541.556803385417,0,0,52,3,13.570252942530042,0,1.3620750145143188,26.642100016276043,25.642100016276043,0.95,1,0.8953264314769008
2025-01-05,Dining Hall A,Dining_Hall_A_bin_3,landfill,dining,5541.556803385417,0,0,76,2,14.89306818707324,0,1.190432452337183,14.583044219435308,13.583044219435308,0.95,1,0.9505722719545733
2025-01-05,Dining Hall A,Dining_Hall_A_bin_4,food,dining,5541.556803385417,0,0,50,1,8.970605370447878,2,1.0701087363134054,60.95712483723959,59.95712483723959,0.95,1,0.8874842230538427
2025-01-05,Dining Hall B,Dining_Hall_B_bin_1,food,dining,4902.146402994791,0,0,55,2,12.871187298953815,0,1.3194841663079908,49.021464029947914,48.021464029947914,0.95,1,0.951945660345073
2025-01-05,Dining Hall B,Dining_Hall_B_bin_2,recycle,dining,4902.146402994791,0,0,64,1,7.150164500770236,1,1.2455136041238195,19.149009386698403,18.149009386698403,0.95,1,0.9433885671734413
2025-01-05,Dining Hall B,Dining_Hall_B_bin_3,landfill,dining,4902.146402994791,0,0,50,2,8.6895796745119,2,1.1306527070306813,19.608585611979166,18.608585611979166,0.95,1,0.9185966958137313
2025-01-05,Dining Hall B,Dining_Hall_B_bin_4,food,dining,4902.146402994791,0,0,50,2,10.873560776719865,1,1.2327844827422547,53.9236104329427,52.9236104329427,0.95,1,1.0
2025-01-05,Dorm North,Dorm_North_bin_1,food,dorm,3410.1888020833335,0,0,86,3,4.757916297802918,1,0.8138154846757488,21.80934699006783,20.80934699006783,0.95,1,0.9441194572287439
2025-01-05,Dorm North,Dorm_North_bin_2,recycle,dorm,3410.1888020833335,0,0,43,2,12.178481690339103,2,1.1561438201803573,19.826679081879846,18.826679081879846,0.95,1,0.9123554041385689
2025-01-05,Dorm North,Dorm_North_bin_3,landfill,dorm,3410.1888020833335,0,0,65,1,4.65716577205858,1,0.9664060774959853,10.492888621794872,9.492888621794872,0.95,1,1.0
2025-01-05,Dorm South,Dorm_South_bin_1,food,dorm,3197.052001953125,0,0,79,2,6.148722351795659,1,1.3178853679367535,22.257956975623024,21.257956975623024,0.95,1,0.9984498935137929
2025-01-05,Dorm South,Dorm_South_bin_2,recycle,dorm,3197.052001953125,0,0,77,2,4.557648349758207,1,1.0278575914511805,10.380038967380276,9.380038967380276,0.95,1,0.9712482948718074
2025-01-05,Dorm South,Dorm_South_bin_3,landfill,dorm,3197.052001953125,0,0,58,1,5.166757689661896,2,0.8557700864440588,11.024317248114224,10.024317248114224,0.95,1,0.9153246917713859
2025-01-05,Academic Center,Academic_Center_bin_1,food,academic,2557.6416015625,0,0,69,1,8.78615991776466,0,0.9953412729660661,20.386998273324274,19.386998273324274,0.95,1,0.9862141338728113
2025-01-05,Academic Center,Academic_Center_bin_2,recycle,academic,2557.6416015625,0,0,49,3,3.4389969623850094,1,0.9987680707070689,13.049191844706632,12.049191844706632,0.95,1,0.9486008771734891
2025-01-05,Academic Center,Academic_Center_bin_3,landfill,academic,2557.6416015625,0,0,49,3,14.770766880358922,1,0.8906676142112617,10.439353475765307,9.439353475765307,0.95,1,0.9284330280880244
2025-01-05,Student Union,Student_Union_bin_1,food,academic,3836.46240234375,0,0,88,3,10.017830328005019,2,0.9442271112504785,23.977890014648438,22.977890014648438,0.95,1,0.9344126834588776
2025-01-05,Student Union,Student_Union_bin_2,recycle,academic,3836.46240234375,0,0,74,2,11.556682557755234,2,0.846435793007388,12.961021629539696,11.961021629539696,0.95,1,0.9426278755040916
2025-01-05,Student Union,Student_Union_bin_3,landfill,academic,3836.46240234375,0,0,53,2,3.5685193867679232,2,0.97745685507719,14.477216612617925,13.477216612617925,0.95,1,0.8961877399840615
2025-01-05,Student Union,Student_Union_bin_4,food,academic,3836.46240234375,0,0,74,2,7.848170899273641,0,1.09874051450464,28.51424758498733,27.51424758498733,0.95,1,0.9018540818116655
2025-01-05,Event Arena,Event_Arena_bin_1,food,event,4689.009602864584,0,0,59,3,5.182354520151891,0,0.9682093451371537,43.71110646738172,42.71110646738172,0.95,1,0.9214275390401631
2025-01-05,Event Arena,Event_Arena_bin_2,recycle,event,4689.009602864584,0,0,60,2,8.886693660372472,1,0.9767730670075765,19.537540011935768,18.537540011935768,0.95,1,0.972416203298658
2025-01-05,Event Arena,Event_Arena_bin_3,landfill,event,4689.009602864584,0,0,64,3,4.12649941023143,2,1.0589546886035601,14.653155008951826,13.653155008951826,0.95,1,0.9970144732441795
2025-01-05,Event Arena,Event_Arena_bin_4,food,event,4689.009602864584,0,0,65,3,6.179928889270313,2,1.1200306258259323,39.676235101161865,38.676235101161865,0.95,1,0.9667920628466511
2025-01-05,Event Arena,Event_Arena_bin_5,recycle,event,4689.009602864584,0,0,73,1,11.640990225509698,2,0.8276536592594582,16.05825206460474,15.05825206460474,0.95,1,0.8918785609930034
2025-01-06,Dining Hall A,Dining_Hall_A_bin_1,food,dining,4918.252506510417,0,0,72,2,12.327941396446496,1,1.1997696176188384,37.56998442473236,36.56998442473236,0.95,1,0.956551355809671
2025-01-06,Dining Hall A,Dining_Hall_A_bin_2,recycle,dining,4918.252506510417,0,0,61,1,2.030014043627646,1,1.036231001735812,20.156772567665644,19.156772567665644,0.95,1,0.9962178878593717
2025-01-06,Dining Hall A,Dining_Hall_A_bin_3,landfill,dining,4918.252506510417,0,0,62,1,10.219676569392732,1,1.2740177039627734,15.865330666162638,14.865330666162638,0.95,1,1.0
2025-01-06,Dining Hall A,Dining_Hall_A_bin_4,food,dining,4918.252506510417,0,0,65,2,8.146191645866978,1,1.2556043767239224,41.61598274739585,40.61598274739585,0.95,1,0.9867791546214186
2025-01-06,Dining Hall B,Dining_Hall_B_bin_1,food,dining,4350.761832682291,0,0,89,1,7.845224949494847,0,1.1636856288635464,26.886730426688317,25.886730426688317,0.95,1,1.0
2025-01-06,Dining Hall B,Dining_Hall_B_bin_2,recycle,dining,4350.761832682291,0,0,68,3,7.240822653548065,2,1.2423264195631611,15.995447914273129,14.995447914273129,0.95,1,0.9565382093955772
2025-01-06,Dining Hall B,Dining_Hall_B_bin_3,landfill,dining,4350.761832682291,0,0,52,2,6.4507116329007035,2,1.2760692453280489,16.733699356470353,15.733699356470353,0.95,1,0.9835039621101095
2025-01-06,Dining Hall B,Dining_Hall_B_bin_4,food,dining,4350.761832682291,0,0,66,3,2.256963789454992,1,1.0518224295706224,36.25634860568576,35.25634860568576,0.95,1,0.8672452328407407
2025-01-06,Dorm North,Dorm_North_bin_1,food,dorm,3026.616927083334,0,0,80,3,3.681716444957568,2,0.9663168032359407,20.807991373697924,19.807991373697924,0.95,1,0.9658023935322143
