date,location_id,waste_type,source,waste_volume
2024-03-16,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,19940.67
2024-03-17,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,20682.45
2024-03-18,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,25894.46
2024-03-19,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,6206.67
2024-03-20,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,6158.59
2024-03-21,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,2995.27
2024-03-22,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,22227.76
2024-03-23,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,37912.85
2024-03-24,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,45216.87
2024-03-25,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,6000.35
2024-03-26,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,11699.76
2024-03-27,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,34919.42
2024-03-28,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,37270.62
2024-03-29,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,30435.06
2024-03-30,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,29977.13
2024-03-31,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,41624.99
2024-04-01,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,23626.74
2024-04-02,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,48456.51
2024-04-03,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,11714.16
2024-04-04,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,3628.5
2024-04-05,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,5522.93
2024-04-06,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,5222.79
2024-04-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,24858.69
2024-04-08,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,49002.55
2024-04-09,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,37440.24
2024-04-10,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,30854.25
2024-04-11,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,46852.8
2024-04-12,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,11318.5
2024-04-13,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,40184.32
2024-04-14,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,2192.54
2024-04-15,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,27521.46
2024-04-16,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,33487.17
2024-04-17,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,35924.32
2024-04-18,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,43465.47
2024-04-19,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,33791.28
2024-04-20,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,48216.19
2024-04-21,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,1314.06
2024-04-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,21847.0
2024-04-23,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,37050.71
2024-04-24,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,41479.3
2024-04-25,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,24927.16
2024-04-26,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,48169.18
2024-04-27,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,16972.96
2024-04-28,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,13937.28
2024-04-29,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,23004.2
2024-04-30,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,10099.58
2024-05-01,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,47567.09
2024-05-02,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,16963.98
2024-05-03,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,30672.66
2024-05-04,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,38383.37
2024-05-05,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,8037.7
2024-05-06,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,24425.55
2024-05-07,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,34908.96
2024-05-08,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,11629.26
2024-05-09,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,6880.38
2024-05-10,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,1325.37
2024-05-11,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,3567.42
2024-05-12,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,8646.04
2024-05-13,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,41619.64
2024-05-14,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,10908.22
2024-05-15,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,42281.31
2024-05-16,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,1474.15
2024-05-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,5636.3
2024-05-18,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,23475.18
2024-05-19,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,27030.65
2024-05-20,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,43446.92
2024-05-21,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,34585.58
2024-05-22,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,20690.04
2024-05-23,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,35899.52
2024-05-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,41094.36
2024-05-25,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,48642.96
2024-05-26,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,10517.37
2024-05-27,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,19143.4
2024-05-28,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,31798.5
2024-05-29,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,6860.69
2024-05-30,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,49122.58
2024-05-31,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,40262.79
2024-06-01,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,14791.28
2024-06-02,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,6743.26
2024-06-03,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,4194.06
2024-06-04,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,46787.67
2024-06-05,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,34377.5
2024-06-06,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,23215.07
2024-06-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,43199.69
2024-06-08,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,8030.17
2024-06-09,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,6814.57
2024-06-10,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,3959.24
2024-06-11,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,7049.17
2024-06-12,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,4927.29
2024-06-13,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,38211.0
2024-06-14,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,5058.24
2024-06-15,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,36132.58
2024-06-16,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,578.58
2024-06-17,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,24046.92
2024-06-18,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,40854.18
2024-06-19,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,32931.8
2024-06-20,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,23137.63
2024-06-21,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,3088.35
2024-06-22,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,31130.27
2024-06-23,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,31515.32
2024-06-24,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,41159.8
2024-06-25,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,40267.47
2024-06-26,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,20750.01
2024-06-27,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,8381.26
2024-06-28,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,25689.2
2024-06-29,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,15808.38
2024-06-30,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,3751.19
2024-07-01,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,15333.15
2024-07-02,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,45456.99
2024-07-03,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,12712.22
2024-07-04,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,48904.89
2024-07-05,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,38921.02
2024-07-06,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,6167.66
2024-07-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,3471.38
2024-07-08,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,36432.74
2024-07-09,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,19231.85
2024-07-10,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,4198.48
2024-07-11,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,48375.92
2024-07-12,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,23721.0
2024-07-13,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,49893.96
2024-07-14,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,42544.59
2024-07-15,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,15275.97
2024-07-16,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,3714.44
2024-07-17,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,739.5
2024-07-18,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,32933.1
2024-07-19,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,25308.57
2024-07-20,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,16593.43
2024-07-21,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,49576.05
2024-07-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,4364.47
2024-07-23,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,24385.74
2024-07-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,16869.71
2024-07-25,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,21397.48
2024-07-26,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,39896.88
2024-07-27,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,11229.86
2024-07-28,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,9716.22
2024-07-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,30243.94
2024-07-30,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,3818.33
2024-07-31,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,35940.67
2024-08-01,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,4959.43
2024-08-02,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,20329.78
2024-08-03,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,44554.11
2024-08-04,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,31835.4
2024-08-05,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,35643.89
2024-08-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,16133.76
2024-08-07,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,1709.16
2024-08-08,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,41482.57
2024-08-09,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,46273.76
2024-08-10,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,31630.65
2024-08-11,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,3623.19
2024-08-12,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,46482.1
2024-08-13,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,7654.24
2024-08-14,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,46944.56
2024-08-15,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,8933.08
2024-08-16,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,49843.31
2024-08-17,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,1504.09
2024-08-18,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,47308.57
2024-08-19,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,27939.53
2024-08-20,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,13854.47
2024-08-21,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,38417.13
2024-08-22,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,38328.79
2024-08-23,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,42665.84
2024-08-24,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,37587.48
2024-08-25,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,44840.34
2024-08-26,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,14928.8
2024-08-27,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,48827.14
2024-08-28,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,41053.02
2024-08-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,47284.74
2024-08-30,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,21011.84
2024-08-31,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,47975.09
2024-09-01,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,9749.6
2024-09-02,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,19970.98
2024-09-03,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,28264.6
2024-09-04,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,14149.17
2024-09-05,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,16677.83
2024-09-06,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,33127.97
2024-09-07,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,49823.95
2024-09-08,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,35800.0
2024-09-09,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,39534.3
2024-09-10,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,44741.46
2024-09-11,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,5566.38
2024-09-12,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,47358.87
2024-09-13,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,6445.46
2024-09-14,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,10489.55
2024-09-15,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,27231.36
2024-09-16,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,20868.28
2024-09-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,48231.23
2024-09-18,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,25634.29
2024-09-19,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,47696.15
2024-09-20,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,7525.2
2024-09-21,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,16295.06
2024-09-22,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,48254.61
2024-09-23,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,9673.67
2024-09-24,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,27091.6
2024-09-25,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,24720.56
2024-09-26,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,15173.36
2024-09-27,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,16959.33
2024-09-28,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,22685.51
2024-09-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,31823.4
2024-09-30,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,26312.28
2024-10-01,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,12463.29
2024-10-02,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,13335.53
2024-10-03,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,13851.18
2024-10-04,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,13285.19
2024-10-05,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,11936.85
2024-10-06,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,28461.83
2024-10-07,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,32998.71
2024-10-08,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,18784.36
2024-10-09,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,11226.72
2024-10-10,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,39609.6
2024-10-11,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,32669.75
2024-10-12,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,4595.08
2024-10-13,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,26344.41
2024-10-14,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,27318.34
2024-10-15,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,37886.84
2024-10-16,global_food_wastage_dataset,Bakery Items,global_food_wastage_dataset,2225.09
2024-10-17,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,3703.66
2024-10-18,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,41783.18
2024-10-19,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,44433.25
2024-10-20,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,12950.96
2024-10-21,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,21322.29
2024-10-22,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,30712.33
2024-10-23,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,10300.52
2024-10-24,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,29871.2
2024-10-25,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,3774.42
2024-10-26,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,16766.0
2024-10-27,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,3285.83
2024-10-28,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,30609.13
2024-10-29,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,20490.36
2024-10-30,global_food_wastage_dataset,Beverages,global_food_wastage_dataset,36826.44
2024-10-31,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,12148.41
2024-11-01,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,26723.91
2024-11-02,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,20385.31
2024-11-03,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,9272.98
2024-11-04,global_food_wastage_dataset,Dairy Products,global_food_wastage_dataset,34325.04
2024-11-05,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,23329.02
2024-11-06,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,27999.24
2024-11-07,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,10668.39
2024-11-08,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,6216.13
2024-11-09,global_food_wastage_dataset,Meat & Seafood,global_food_wastage_dataset,25947.66
2024-11-10,global_food_wastage_dataset,Frozen Food,global_food_wastage_dataset,8209.84
2024-11-11,global_food_wastage_dataset,Fruits & Vegetables,global_food_wastage_dataset,43281.08
2024-11-12,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,15742.16
2024-11-13,global_food_wastage_dataset,Prepared Food,global_food_wastage_dataset,19747.12
2024-11-14,global_food_wastage_dataset,Grains & Cereals,global_food_wastage_dataset,10668.1
